ID,Brand,Gender,Sales_Price,Discount Percentage,Product,Name,Year,ReleaseDate,Product_Category,Description,Retail_Price,Review_ID,Stock,Size,Category_ID,Popular,Color,Image_url
7bc2d5fc-597f-4627-a24d-078028994dd3,Adidas,Men,180.0,0,Adidas ultra boost 2.0 dna,JuJu Smith-Schuster,2020,2020-12-09,shoe,Adidas ultra boost 2.0 dna juju smith-schuster,144.0,UCU1IU5,26,38 - 47,S332167850164114,4,"Team dark green,gold metallic,cloud white","https://stockx.imgix.net/images/adidas-Ultra-Boost-2-DNA-JuJu-Smith-Schuster.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895068"
8e17bee9-f3d5-49ea-8dcd-760f98603a78,Adidas,Men,180.0,0,Adidas ultra boost dna,Jalen Ramsey,2020,2020-12-09,shoe,Adidas ultra boost dna jalen ramsey,144.0,C1NB7FN,112,38 - 47,S332167850164114,5,"Scarlet,team navy blue-white","https://stockx.imgix.net/images/adidas-Ultra-Boost-DNA-Jalen-Ramsey.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895070"
ac386cd5-64a1-40f4-a233-731a4e5a8b3f,Nike,Men,120.0,0,Nike dunk high,Black Varsity Maize,2020,2020-12-09,shoe,Nike dunk high varsity maize,96.0,TLIXW1R,63,38 - 47,S332167850164114,3,"Black,varsity maize","https://stockx.imgix.net/images/Nike-Dunk-High-Black-Varsity-Maize.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606754514"
b2c39346-09af-419d-979c-aa62f66e1d48,Adidas,Men,220.0,0,Adidas ultra boost dna mid,Patrick Mahomes,2020,2020-12-09,shoe,Adidas ultra boost dna mid patrick mahomes,176.0,KUVSR3O,26,38 - 47,S332167850164114,1,"Maroon,white,black","https://stockx.imgix.net/images/adidas-Ultra-Boost-DNA-Mid-Patrick-Mahomes.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895071"
f7761a89-57ac-46bd-a056-8047ae40efec,Nike,Preschool,85.0,0,Nike dunk high,Black Varsity Maize (PS),2020,2020-12-09,shoe,Nike dunk high black varsity maize (ps),68.0,5571AQG,104,27 - 30,S332167850164114,2,"Black,varsity maize","https://stockx.imgix.net/images/Nike-Dunk-High-Black-Varsity-Maize-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107255"
225b12fa-e3f5-4985-8eea-ac38269fa5c8,Adidas,Men,250.0,0,Adidas ultra boost dna,Terry Fox Marathon Of Hope,2020,2020-12-08,shoe,Adidas ultra boost dna terry fox marathon of hope,200.0,WIN5DIB,40,38 - 47,S332167850164114,2,"Collegiate navy,cloud white,core black","https://stockx.imgix.net/images/adidas-Ultra-Boost-DNA-Terry-Fox-Marathon-Of-Hope.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606983915"
2677f48e-0976-4f64-bf69-db64796a1247,Adidas,Men,180.0,0,Adidas ultra boost dna,Leopard,2020,2020-12-08,shoe,Adidas ultra boost dna leopard,144.0,XNLRMDH,96,38 - 47,S332167850164114,2,"Core black,signal green,core black","https://stockx.imgix.net/images/adidas-Ultra-Boost-DNA-Leopard.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177091"
26ec5ffc-9260-4497-8ade-d7abc8d83842,Adidas,Men,180.0,0,Adidas ultra boost dna,Python,2020,2020-12-08,shoe,Adidas ultra boost dna python,144.0,R1ICJNS,13,38 - 47,S332167850164114,4,"Supplier colour,core black,bliss","https://stockx.imgix.net/images/adidas-Ultra-Boost-DNA-Python.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177092"
2d9236e6-68fd-4b78-9b20-0a7238ac06f2,Adidas,Men,180.0,0,Adidas ultra boost dna,Crocodile,2020,2020-12-08,shoe,Adidas ultra boost dna crocodile,144.0,CRMJN1E,142,38 - 47,S332167850164114,5,"Core white,core black,core black","https://stockx.imgix.net/images/adidas-Ultra-Boost-DNA-Crocodile.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177089"
c75ac406-97ac-4a53-8cc5-e8c3cac80aca,Jordan,Men,190.0,0,Jordan 1 retro high,J Balvin,2020,2020-12-08,shoe,Jordan 1 retro high j balvin,152.0,4AXUO83,107,38 - 47,S332167850164114,4,"Multi-color,black-pink foam-multi-color","https://stockx.imgix.net/images/Air-Jordan-1-Retro-High-J-Balvin.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605816665"
da74215a-d9ac-47fa-9c41-091a89705c93,Adidas,Men,180.0,0,Adidas ultra boost dna,Zebra,2020,2020-12-08,shoe,Adidas ultra boost dna zebra,144.0,O2ZV6O5,148,38 - 47,S332167850164114,4,"Core black,cloud white,shock pink","https://stockx.imgix.net/images/adidas-Ultra-Boost-DNA-Zebra.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177093"
1083313d-caed-474b-925b-1df28b98b972,Nike,Men,110.0,0,Nike blazer mid 77,Vintage Nordic Christmas (2020),2020,2020-12-07,shoe,Nike blazer mid 77 vintage nordic christmas (2020),88.0,3DOCHX5,53,38 - 47,S332167850164114,3,"Dark atomic teal,university red","https://stockx.imgix.net/images/Nike-Blazer-Mid-77-Vintage-Christmas-2020.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605914485"
3be3ed85-0f77-44db-8fca-2604960b57eb,Asics,Men,155.0,0,Asics gel-1090,IAB-Studio AI-2 Lime,2020,2020-12-07,shoe,Asics gel-1090 iab-studio ai-2 lime,124.0,JIKXUCJ,34,38 - 47,S332167850164114,3,"Lime zest,black","https://stockx.imgix.net/images/Asics-Gel-1090-IAB-Studio-AI-2-Lime.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177052"
60b41a72-3b99-4a06-90e1-af4f9633c89a,Adidas,Men,220.0,0,Adidas ultra boost,Vice Golf,2020,2020-12-07,shoe,Adidas ultra boost vice golf,176.0,1EAKCOL,122,38 - 47,S332167850164114,1,"White,grey,green","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
8f58acba-c16c-4fef-b79f-236df3f6a474,Asics,Men,155.0,0,Asics gel-1090,IAB-Studio AI-2 Black,2020,2020-12-07,shoe,Asics gel-1090 iab-studio ai-2 black,124.0,FSA6KCD,70,38 - 47,S332167850164114,4,"Black,lime zest","https://stockx.imgix.net/images/Asics-Gel-1090-IAB-Studio-AI-2-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177051"
d9c75495-95c9-4968-b81b-cd8d457edf3d,Nike,Men,130.0,0,Nike air max 90,Nordic Christmas (2020),2020,2020-12-07,shoe,Nike air max 90 nordic christmas (2020),104.0,O55JC4G,18,38 - 47,S332167850164114,4,"White,university red-dark atomic teal-lucky green","https://stockx.imgix.net/images/Nike-Air-Max-90-Christmas-Sweater-2020.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605914482"
e1dbc5f6-080d-46d6-9596-9805f82b0697,Nike,Men,200.0,0,Nike ndstrkt air max 95,Neon,2020,2020-12-07,shoe,Nike ndstrkt air max 95 neon,160.0,XQFYCBP,146,38 - 47,S332167850164114,2,"Black,neon yellow-medium grey","https://stockx.imgix.net/images/Nike-NDSTRKT-Air-Max-95-Neon.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606849772"
06568b4f-7f6a-47d8-8fda-db754a7cf389,Adidas,Men,150.0,0,Adidas zx 2k boost,Core Black Glow Blue,2020,2020-12-06,shoe,Adidas zx 2k boost core black glow blue,120.0,DTOGRPA,49,38 - 47,S332167850164114,3,"Core black,core black,glow blue","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Core-Black-Glow-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177096"
15fc4375-d48d-479e-8f4e-69aed80bad7b,Adidas,Men,150.0,0,Adidas nmd r1,Spectoo NASA Core Black,2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa core black,120.0,Y381OSE,93,38 - 47,S332167850164114,1,"Core black,core black,yellow tint","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107264"
4d74a238-d185-42c8-afd1-08bdf55310dc,Adidas,Women,180.0,0,Adidas ultra boost 20,NASA Cloud White (W),2020,2020-12-06,shoe,Adidas ultra boost 20 nasa cloud white (w),144.0,CUMQEJ8,126,34 - 45,S332167850164114,4,"Cloud white,silver metallic,fresh candy","https://stockx.imgix.net/images/adidas-Ultra-Boost-20-NASA-Cloud-White-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107286"
518f9807-db51-4290-9e6c-0c2cc88b051a,Adidas,Women,140.0,0,Adidas nmd r1,White Grey Hazy Rose (W),2020,2020-12-06,shoe,Adidas nmd r1 white grey hazy rose (w),112.0,89L9GAL,101,34 - 45,S332167850164114,2,"Cloud white,grey one,hazy rose","https://stockx.imgix.net/images/adidas-NMD-R1-White-Grey-Hazy-Rose-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177085"
5823090a-baeb-4f23-a20a-6298ca445f29,Adidas,Men,150.0,0,Adidas nmd r1,Spectoo NASA Halo Silver,2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa halo silver,120.0,ROEFHLM,78,38 - 47,S332167850164114,4,"Halo silver,halo silver,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Halo-Silver.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107271"
5925d9d5-20fa-46e4-b934-c1946c43581d,Adidas,Men,150.0,0,Adidas zx 2k boost,Ninja Time In Blue,2020,2020-12-06,shoe,Adidas zx 2k boost ninja time in blue,120.0,YYLCPE4,37,38 - 47,S332167850164114,5,"Blue,cloud white,collegiate green","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606859347"
5cabc5da-750c-4085-b490-07e27b973ea5,Adidas,Women,150.0,0,Adidas nmd r1,Spectoo NASA Core Black (W),2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa core black (w),120.0,9RLODCX,42,34 - 45,S332167850164114,4,"Core black,hazy rose,grey two","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Core-Black-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107267"
665e3360-8379-4919-98ae-fc39e5014fc5,Adidas,Men,180.0,0,Adidas ultra boost 5.0 dna,NASA Football Blue,2020,2020-12-06,shoe,Adidas ultra boost 5.0 dna nasa football blue,144.0,HIJLASD,94,38 - 47,S332167850164114,5,"Football blue,football blue,royal blue","https://stockx.imgix.net/images/adidas-Ultra-Boost-5-DNA-NASA-Football-Blue.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606849787"
68d11505-bdac-489e-8b63-96463c8487a2,Adidas,Men,180.0,0,Adidas ultra boost 5.0 dna,NASA Core Black Iron Metallic,2020,2020-12-06,shoe,Adidas ultra boost 5.0 dna nasa core black iron metallic,144.0,Q7YYQGW,45,38 - 47,S332167850164114,1,"Core black,iron metallic,carbon","https://stockx.imgix.net/images/adidas-Ultra-Boost-5-DNA-NASA-Core-Black-Iron-Metallic.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606849786"
6f039de9-5be0-4872-8b43-fde2ff3f94cd,Adidas,Women,140.0,0,Adidas nmd r1,Black White Hazy Rose (W),2020,2020-12-06,shoe,Adidas nmd r1 black white hazy rose (w),112.0,K0HMHYB,95,34 - 45,S332167850164114,2,"Core black,cloud white,hazy rose","https://stockx.imgix.net/images/adidas-NMD-R1-Black-White-Hazy-Rose-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177083"
7281ad2b-81bc-44b5-b2b9-4922980b896e,Adidas,Women,150.0,0,Adidas nmd r1,Spectoo NASA Grey Two (W),2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa grey two (w),120.0,NKUO6KA,50,34 - 45,S332167850164114,2,"Grey two,hazy rose,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Grey-Two-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107270"
832490c3-fae6-4356-92b8-fa3d75e17a4b,Adidas,Child,130.0,0,Adidas nmd r1,Spectoo NASA Core Black (GS),2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa core black (gs),104.0,B2HHWEI,149,34 - 37,S332167850164114,3,"Core black,core black,solar red","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Core-Black-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107266"
8ca3d0df-f93f-4db2-9425-cc762b5316d7,Adidas,Men,150.0,0,Adidas zx 2k boost,Ninja Time In Cloud White,2020,2020-12-06,shoe,Adidas zx 2k boost ninja time in cloud white,120.0,8I5HPBI,144,38 - 47,S332167850164114,5,"Cloud white,core black,grey five","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In-Cloud-White.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895073"
8f245830-300b-4a16-bdaf-556c857fd4e5,Adidas,Men,150.0,0,Adidas zx 2k boost,Grey One Solar Red,2020,2020-12-06,shoe,Adidas zx 2k boost grey one solar red,120.0,NSIRPGB,62,38 - 47,S332167850164114,5,"Grey one,silver metallic,solar red","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Grey-One-Solar-Red.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177098"
97afc8eb-7daa-44bb-bdce-19ba72996113,Adidas,Women,150.0,0,Adidas nmd r1,Spectoo NASA Cloud White (W),2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa cloud white (w),120.0,PRC1QPW,70,34 - 45,S332167850164114,3,"Cloud white,cloud white,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Cloud-White-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107263"
a70bb3c1-ea36-4da9-b613-c5869506e6b6,Adidas,Men,150.0,0,Adidas zx 2k boost,Ninja Time In True Pink,2020,2020-12-06,shoe,Adidas zx 2k boost ninja time in true pink,120.0,1PRWMBY,33,38 - 47,S332167850164114,3,"True pink,core black,scarlet","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Ninja-Time-In-True-Pink.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606895074"
bb375308-e095-458b-870a-cffb8df0a3f7,Adidas,Men,140.0,0,Adidas nmd r1,Black Silver Solar Red,2020,2020-12-06,shoe,Adidas nmd r1 black silver solar red,112.0,QIO6K1S,114,38 - 47,S332167850164114,1,"Core black,silver metallic,solar red","https://stockx.imgix.net/images/adidas-NMD-R1-Black-Silver-Solar-Red.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177081"
bb57e00e-51ee-4ba8-a202-3fd4e96f7616,Adidas,Men,150.0,0,Adidas zx 2k boost,Cloud White Silver Metallic,2020,2020-12-06,shoe,Adidas zx 2k boost cloud white silver metallic,120.0,K65VOAB,26,38 - 47,S332167850164114,5,"Cloud white,silver metallic,glow blue","https://stockx.imgix.net/images/adidas-ZX-2K-Boost-Cloud-White-Silver-Metallic.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177095"
c7008b0e-0ccf-48ce-8c8d-e7fb85fa83a0,Adidas,Child,130.0,0,Adidas nmd r1,Spectoo NASA Dash Grey (GS),2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa dash grey (gs),104.0,95L4PHY,82,34 - 37,S332167850164114,4,"Dash grey,core black,screaming pink","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Dash-Grey-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107268"
c7a6cbde-2fdb-4cc0-83ad-46b9dd0938ff,Adidas,Men,150.0,0,Adidas nmd r1,Spectoo NASA Cloud White,2020,2020-12-06,shoe,Adidas nmd r1 spectoo nasa cloud white,120.0,ECQTNFQ,145,38 - 47,S332167850164114,5,"Cloud white,cloud white,core black","https://stockx.imgix.net/images/adidas-NMD-R1-Spectoo-NASA-Cloud-White.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607107262"
ed6767ba-1859-4315-b374-273548b2f051,Adidas,Child,160.0,0,Adidas ultra boost 20,NASA Halo Silver (GS),2020,2020-12-06,shoe,Adidas ultra boost 20 nasa halo silver (gs),128.0,T8B8VYL,148,34 - 37,S332167850164114,3,"Halo silver,dash grey,silver metallic","https://stockx.imgix.net/images/adidas-Ultra-Boost-20-NASA-Halo-Silver-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607177088"
